SARNA.NET PATH	PLANET NAME	COORDINATES	3025 AFFILIATION
/wiki/Bremond	Bremond	388.25:58.63	Federated Suns
/wiki/Brest	Brest	30.76:-303.50	No record
/wiki/Breukelen	Breukelen	-88.15:141.35	Lyran Commonwealth
/wiki/Brighton	Brighton	79.09:-200.36	Capellan Confederation
/wiki/Brihuega	Brihuega	354.90:391.08	Draconis Combine
/wiki/Brim	Brim	-25.55:1767.15	Clans
/wiki/Bringdam	Bringdam	101.46:-409.11	No record
/wiki/Brinton	Brinton	134.64:-411.52	No record
/wiki/Brisbane	Brisbane	154.95:-398.78	Taurian Concordat
/wiki/Bristol	Bristol	179.10:-65.98	Federated Suns
/wiki/Brixtana	Brixtana	-91.65:-450.12	Magistracy of Canopus
/wiki/Broaddus	Broaddus	465.03:55.78	Federated Suns
/wiki/Brocchi%27s_Cluster	Brocchi's Cluster	160.69:387.51	Draconis Combine
/wiki/Brockton	Brockton	531.98:-119.18	Federated Suns
/wiki/Brockway	Brockway	218.17:-355.97	Federated Suns
/wiki/Broken_Wheel	Broken Wheel	534.29:-173.50	Federated Suns
/wiki/Bromhead	Bromhead	159.74:-377.48	Federated Suns
/wiki/Brookeland	Brookeland	440.20:70.52	Federated Suns
/wiki/Brooloo	Brooloo	-267.03:284.56	Lyran Commonwealth
/wiki/Brownsville	Brownsville	6.47:-29.79	No record
/wiki/Bruben	Bruben	-5.70:388.47	Draconis Combine
/wiki/Bruges	Bruges	-786.44:885.80	?
/wiki/Brundage	Brundage	403.50:49.32	Federated Suns
/wiki/Brusett	Brusett	245.56:-328.12	Federated Suns
/wiki/Bryant	Bryant	13.18:-13.23	Capellan Confederation
/wiki/Bryceland	Bryceland	406.61:97.92	Federated Suns
/wiki/Buchlau	Buchlau	70.05:-68.80	Capellan Confederation
/wiki/Bucklands	Bucklands	-326.20:330.56	Lyran Commonwealth
/wiki/Buckminster	Buckminster	17.58:154.65	Draconis Combine
/wiki/Budingen	Budingen	382.30:162.03	Draconis Combine
/wiki/Buena	Buena	-400.43:35.63	Lyran Commonwealth
/wiki/Buenos_Aires	Buenos Aires	18.09:-341.99	Capellan Confederation
/wiki/Burl	Burl	53.27:-328.061	No record
/wiki/Burnt_Rock	Burnt Rock	-328.51:191.53	No record
/wiki/Burton	Burton	185.43:-420.74	Taurian Concordat
/wiki/Bushmill	Bushmill	3.03:329.36	No record
/wiki/Butler	Butler	-126.18:375.28	Lyran Commonwealth
/wiki/Butte_Hold	Butte Hold	-100.82:462.40	Independent world
/wiki/Butzfleth	Butzfleth	-108.04:-373.81	Free Worlds League
/wiki/Bye%27s_Ship	Bye's Ship	-250.98:-493.66	No record
/wiki/Byesville	Byesville	132.60:335.73	Draconis Combine
/wiki/Cabanatuan	Cabanatuan	292.49:448.09	?
/wiki/Cadela	Cadela	426.67:-390.88	No record
/wiki/Cadiz_(DC)	Cadiz (DC)	122.00:149.10	Draconis Combine
/wiki/Cadiz_(TC)	Cadiz (TC)	328.08:-424.04	No record
/wiki/Caerlaverock	Caerlaverock	488.18:43.48	No record
/wiki/Caesaera	Caesaera	233.98:356.37	?
/wiki/Cahokia	Cahokia	288.73:-72.95	Federated Suns
/wiki/Caillinius	Caillinius	-130.97:540.41	?
/wiki/Cajamarca	Cajamarca	-243.24:-162.89	Free Worlds League
/wiki/Calafell	Calafell	-366.54:130.23	Lyran Commonwealth
/wiki/Calchedon	Calchedon	-366.94:-96.04	No record
/wiki/Caldarium	Caldarium	-444.77:234.44	Independent world
/wiki/Caldrea	Caldrea	33.85:193.31	Draconis Combine
/wiki/Caldwell	Caldwell	332.59:-325.18	Federated Suns
/wiki/Caledea	Caledea	-283.32:215.58	No record
/wiki/Caledonia	Caledonia	-121.03:37.18	Lyran Commonwealth
/wiki/Caliban_Nebula	Caliban Nebula	?	?	Kerensky's Cloak (not a single system)
/wiki/Calingasta	Calingasta	670.85:182.79	No record
/wiki/Calish	Calish	457.60:159.59	Outworlds Alliance
/wiki/Callison	Callison	-62.56:-15.04	Free Worlds League
/wiki/Callisto	Callisto	-156.59:123.80	Lyran Commonwealth
/wiki/Calloway	Calloway	-58.17:-199.57	Free Worlds League
/wiki/Calpaca	Calpaca	-20.17:-214.83	Capellan Confederation
/wiki/Calseraigne	Calseraigne	-8.28:-367.67	Free Worlds League
/wiki/Calvados	Calvados	-459.06:-6.63	No record
/wiki/Camadeierre	Camadeierre	217.73:-401.50	Taurian Concordat
/wiki/Cambiano	Cambiano	351.54:-241.98	Federated Suns
/wiki/Cambridge	Cambridge	-300.59:640.31	?
/wiki/Cameron_(FWL)	Cameron (FWL)	-157.70:-196.79	Free Worlds League
/wiki/Cameron_(LC)	Cameron (LC)	-172.97:167.20	Lyran Commonwealth
/wiki/Camlann_(DC)	Camlann (DC)	0.52:165.62	Draconis Combine
/wiki/Camlann_(FWL)	Camlann (FWL)	-153.87:-233.88	Free Worlds League
/wiki/Cammal	Cammal	111.40:-164.98	Federated Suns
/wiki/Campbelton	Campbelton	-168.44:-112.09	Free Worlds League
/wiki/Campertown	Campertown	-5.44:-159.33	Capellan Confederation
/wiki/Campoleone	Campoleone	-299.83:-291.84	Free Worlds League
/wiki/Canal	Canal	-377.63:307.30	Lyran Commonwealth
/wiki/Candiear	Candiear	-203.78:-419.34	Magistracy of Canopus
/wiki/Canonbie	Canonbie	-122.02:67.16	Lyran Commonwealth
/wiki/Canopus	Canopus	-147.17:-395.00	Magistracy of Canopus
/wiki/Cap_Rouge	Cap Rouge	-123.61:-307.70	Free Worlds League
/wiki/Capac	Capac	310.18:-56.39	Federated Suns
/wiki/Capella	Capella	38.13:-172.16	Capellan Confederation
/wiki/Caph	Caph	12.92:0.56	Federated Suns
/wiki/Capolla	Capolla	7.99:-41.70	Capellan Confederation
/wiki/Capra	Capra	340.42:105.71	Draconis Combine
/wiki/Capricorn	Capricorn	87.62:-186.38	Capellan Confederation
/wiki/Caracol	Caracol	273.35:398.82	No record
/wiki/Carbonis	Carbonis	-47.58:-175.58	Free Worlds League
/wiki/Carcassonne	Carcassonne	380.10:18.26	No record
/wiki/Carcri	Carcri	701.74:-110.38	?
/wiki/Cardff	Cardff	-377.87:-6.00	No record
/wiki/Caria	Caria	157.77:-125.01	No record
/wiki/Caripare	Caripare	146.81:291.27	Draconis Combine
/wiki/Carlisle	Carlisle	-304.98:88.88	Lyran Commonwealth
/wiki/Carmacks	Carmacks	183.78:-236.83	Federated Suns
/wiki/Carmelita	Carmelita	749.43:237.95	No record
/wiki/Carmen	Carmen	28.43:-264.49	Capellan Confederation
/wiki/Carmichael	Carmichael	199.55:-349.03	Federated Suns
/wiki/Carnac	Carnac	233.81:-24.01	No record
/wiki/Carnwath	Carnwath	-63.08:82.42	Lyran Commonwealth
/wiki/Carse	Carse	-15.78:239.06	Lyran Commonwealth
/wiki/Carsphairn	Carsphairn	-96.17:38.99	Lyran Commonwealth
/wiki/Carstairs	Carstairs	-77.04:139.28	Lyran Commonwealth
/wiki/Cartago	Cartago	139.84:-10.13	Federated Suns
/wiki/Carthage	Carthage	199.05:-464.19	No record
/wiki/Carvajal	Carvajal	417.12:-435.92	No record
/wiki/Cascade	Cascade	-223.12:-47.61	Free Worlds League
/wiki/Caselton	Caselton	115.47:-32.67	Federated Suns
/wiki/Casere	Casere	77.80:343.74	Draconis Combine
/wiki/Cassias	Cassias	317.68:79.83	Federated Suns
/wiki/Castile	Castile	-657.33:1107.48	?
/wiki/Castor	Castor	-40.43:-16.68	Free Worlds League
/wiki/Castrovia	Castrovia	13.69:-252.59	Capellan Confederation
/wiki/Cate%27s_Hold	Cate's Hold	-69.56:-471.67	Magistracy of Canopus
/wiki/Catroxx	Catroxx	-90.86:-36.36	No record
/wiki/Cavalor	Cavalor	60.99:-387.78	Capellan Confederation
/wiki/Cavanaugh_II	Cavanaugh II	-307.13:-52.56	Lyran Commonwealth
/wiki/Cayuga	Cayuga	-280.18:-513.86	No record
/wiki/Cear%C3%A1	Ceará	-221.31:-322.91	No record
/wiki/Cebalrai	Cebalrai	-8.29:119.38	Draconis Combine
/wiki/Ceiba	Ceiba	720.2:266.61	No record
/wiki/Celano	Celano	323.46:-484.15	Taurian Concordat
/wiki/Celebes	Celebes	118.08:75.83	No record
/wiki/Celentaro	Celentaro	339.94:-348.98	Taurian Concordat
/wiki/Centavido	Centavido	257.72:-368.73	No record
/wiki/Cephei	Cephei	688.62:-80.36	?
/wiki/Ceram	Ceram	-518.54:171.09	?
/wiki/Cerberus_(planet)	Cerberus (planet)	475.84:190.47	Outworlds Alliance
/wiki/Cerignola	Cerignola	-328.01:-286.32	No record
/wiki/Cerillos	Cerillos	-369.90:-81.21	Free Worlds League
/wiki/Cermak	Cermak	?	?	Apocryphal
/wiki/Cerulean	Cerulean	412.81:-80.70	Federated Suns
/wiki/Ceuta	Ceuta	-538.75:199.65	No record
/wiki/Chaffee	Chaffee	-95.40:82.42	Lyran Commonwealth
/wiki/Chagos	Chagos	-263.65:-226.23	Free Worlds League
/wiki/Chahar	Chahar	-198.53:340.64	Lyran Commonwealth
/wiki/Chaine_Cluster	Chaine Cluster	-235.00:568.69	?
/wiki/Chakachamna	Chakachamna	299.85:-181.23	Federated Suns
/wiki/Chalouba	Chalouba	-277.93:-141.69	Free Worlds League
/wiki/Chamdo	Chamdo	10.33:-152.29	Capellan Confederation
/wiki/Champadanga	Champadanga	-381.81:216.31	Lyran Commonwealth
/wiki/Champollion	Champollion	?	?	Gas giant, not a star system
/wiki/Chandler	Chandler	47.04:207.27	Draconis Combine
/wiki/Chanute	Chanute	463.74:23.47	Federated Suns
/wiki/Chapineria	Chapineria	292.09:392.08	Draconis Combine
/wiki/Chapultepec	Chapultepec	-240.36:343.49	Lyran Commonwealth
/wiki/Chara	Chara	-29.20:6.47	Lyran Commonwealth
/wiki/Charity	Charity	315.10:263.94	Draconis Combine
/wiki/Charleston	Charleston	409.65:389.51	No record
/wiki/Charleywood	Charleywood	275.72:-21.72	No record
/wiki/Chateau	Chateau	-75.75:395.45	Lyran Commonwealth
/wiki/Chatham	Chatham	180.94:250.17	Draconis Combine
/wiki/Chaumont	Chaumont	360.59:17.21	No record
/wiki/Chaville	Chaville	17.40:46.93	No record
/wiki/Chebanse	Chebanse	225.15:-102.93	Federated Suns
/wiki/Chengdu	Chengdu	-29.58:-170.36	No record
/wiki/Chenier	Chenier	580.57:-41.41	Federated Suns
/wiki/Chennai	Chennai	10.05:-374.19	No record
/wiki/Cheriton	Cheriton	244.78:328.53	Draconis Combine
/wiki/Chertan	Chertan	-74.71:-15.56	Free Worlds League
/wiki/Chesterton	Chesterton	115.62:-71.04	Federated Suns
/wiki/Chhaprauli	Chhaprauli	-346.13:219.42	Lyran Commonwealth
/wiki/Chiavenna	Chiavenna	-380.52:88.36	Lyran Commonwealth
/wiki/Chichibu	Chichibu	90.47:74.91	Draconis Combine
/wiki/Chillon	Chillon	227.85:-242.96	No record
/wiki/Chilung	Chilung	-123.60:-247.14	Free Worlds League
/wiki/Chimpaw	Chimpaw	45.16:154.47	No record
/wiki/Chinmen_Tao	Chinmen Tao	341.21:215.54	Draconis Combine
/wiki/Chirac	Chirac	380.33:-238.90	No record
/wiki/Chirala	Chirala	385.66:240.87	Draconis Combine
/wiki/Chirikof	Chirikof	335.80:-233.46	Federated Suns
/wiki/Chita	Chita	-489.08:290.19	No record
/wiki/Chitwan	Chitwan	18.75:-172.42	No record
/wiki/Choex	Choex	-454.41:-44.65	No record
/wiki/Cholame	Cholame	202.40:-31.33	Federated Suns
/wiki/Chorley	Chorley	332.93:379.68	Draconis Combine
/wiki/Chota	Chota	186.62:-21.95	No record
/wiki/Choudrant	Choudrant	336.04:56.04	Federated Suns
/wiki/Chouli	Chouli	169.58:-287.76	No record
/wiki/Christiania	Christiania	17.53:366.01	No record
/wiki/Chukchi_III	Chukchi III	-180.69:90.43	Lyran Commonwealth
/wiki/Chupadero	Chupadero	227.99:379.42	Draconis Combine
/wiki/Ciampino	Ciampino	-331.45:166.95	Lyran Commonwealth
/wiki/Cilvituk	Cilvituk	-493.40:225.67	?
/wiki/Cimeron	Cimeron	362.65:83.97	Federated Suns
/wiki/Ciotat	Ciotat	-154.63:74.40	Lyran Commonwealth
/wiki/Circe	Circe	-122.48:1613.57	Clans
/wiki/Circinus	Circinus	-388.56:-66.82	Circinus Federation
/wiki/Cirebon	Cirebon	-147.09:-263.20	Free Worlds League
/wiki/Claxton	Claxton	15.50:-264.19	Capellan Confederation
/wiki/Clayborne_II	Clayborne II	-405.61:-80.53	Circinus Federation
/wiki/Claybrooke	Claybrooke	-51.97:-369.15	Free Worlds League
/wiki/Clearfield	Clearfield	263.65:327.49	Draconis Combine
/wiki/Clermont	Clermont	-209.94:352.54	Lyran Commonwealth
/wiki/Clinton	Clinton	-165.92:53.98	Lyran Commonwealth
/wiki/Clipperton	Clipperton	-248.98:-204.52	Free Worlds League
/wiki/Clovis	Clovis	180.16:3.06	Federated Suns
/wiki/Cluff%27s_Stand	Cluff's Stand	1.34:-428.92	No record
/wiki/Cogdell	Cogdell	521.90:-141.51	Federated Suns
/wiki/Cohagen	Cohagen	372.22:-316.23	Federated Suns
/wiki/Cohay	Cohay	609.58:11.41	Federated Suns
/wiki/Colchester	Colchester	305.27:-13.49	Federated Suns
/wiki/Colchis	Colchis	458.02:-498.37	No record
/wiki/Coldbrook	Coldbrook	-421.85:126.36	Lyran Commonwealth
/wiki/Cole_Harbour	Cole Harbour	-121.03:-292.44	Free Worlds League
/wiki/Colfax	Colfax	-232.93:-49.16	Free Worlds League
/wiki/Colia	Colia	357.49:66.91	Federated Suns
/wiki/Colinas	Colinas	-157.39:108.00	Lyran Commonwealth
/wiki/Colleen	Colleen	-146.60:1836.40	Clans
/wiki/Colmar	Colmar	-66.18:299.29	Lyran Commonwealth
/wiki/Coloma	Coloma	283.38:-87.36	Federated Suns
/wiki/Colorado	Colorado	344.57:-199.07	Federated Suns
/wiki/Columbine	Columbine	74.95:-345.96	Capellan Confederation
/wiki/Columbus	Columbus	410.26:606.09	Unknown Planet
/wiki/Conakry	Conakry	-316.19:-131.67	Free Worlds League
/wiki/Concord	Concord	-146.60:-27.97	Free Worlds League
/wiki/Conley%27s_Patch	Conley's Patch	-220.21:205.82	No record
/wiki/Connaught	Connaught	-54.29:-40.37	Free Worlds League
/wiki/Conquista	Conquista	-9.58:-307.10	Free Worlds League
/wiki/Conroe	Conroe	377.14:91.46	Federated Suns
/wiki/Constance	Constance	100.03:429.05	Draconis Combine
/wiki/Conwy	Conwy	77.66:-71.33	No record
/wiki/Cooperland	Cooperland	567.72:-266.09	No record
/wiki/Coopertown	Coopertown	-301.67:-455.14	No record
/wiki/Cor_Caroli	Cor Caroli	-62.30:15.46	Lyran Commonwealth
/wiki/Coraines	Coraines	489.55:196.50	Outworlds Alliance
/wiki/Corbeanca	Corbeanca	-350.49:-235.84	Free Worlds League
/wiki/Cordiagr	Cordiagr	24.30:-191.04	Capellan Confederation
/wiki/Corella	Corella	142.17:-251.30	Federated Suns
/wiki/Corey	Corey	21.44:-136.23	Capellan Confederation
/wiki/Corfu	Corfu	63.57:322.26	?
/wiki/Coriscana	Coriscana	-187.93:-109.17	Free Worlds League
/wiki/Cork	Cork	525.58:66.45	No record
/wiki/Corodiz	Corodiz	135.70:-374.90	Capellan Confederation
/wiki/Coromodir	Coromodir	92.16:-466.51	No record
/wiki/Corridan	Corridan	-38.01:121.45	Lyran Commonwealth
/wiki/Corsica_Nueva	Corsica Nueva	194.12:227.17	Draconis Combine
/wiki/Corydon	Corydon	216.61:-38.82	Federated Suns
/wiki/Cosenza	Cosenza	325.96:161.51	Draconis Combine
/wiki/Cotocallao	Cotocallao	144.75:-299.67	Federated Suns
/wiki/Coudoux	Coudoux	180.70:382.75	Draconis Combine
/wiki/Courcellete	Courcellete	141.65:-310.77	Federated Suns
/wiki/Courchevel	Courchevel	95.11:344.79	Draconis Combine
/wiki/Courtney	Courtney	283.73:4.85	No record
/wiki/Coventry	Coventry	-257.86:221.26	Lyran Commonwealth
/wiki/Covington	Covington	360.34:-149.71	Federated Suns
/wiki/Coyle	Coyle	636.80:170.18	No record
/wiki/Cranston	Cranston	-211.47:-336.73	No record
/wiki/Crawford	Crawford	205.87:-276.17	No record
/wiki/Crawford%27s_Delight	Crawford's Delight	-209.07:-519.38	Magistracy of Canopus
/wiki/Cree	Cree	-189.46:-247.50	No record
/wiki/Crellacor	Crellacor	-82.87:469.85	Oberon Confederation
/wiki/Cresson	Cresson	-269.82:-483.92	No record
/wiki/Crestoblus	Crestoblus	452.16:102.53	Outworlds Alliance
/wiki/Vaj	Vaj	-128.47:160.23	Lyran Commonwealth
/wiki/Crichton	Crichton	589.25:226.77	No record
/wiki/Crimond	Crimond	-68.52:230.61	Lyran Commonwealth
/wiki/Crofton	Crofton	522.91:-78.11	Federated Suns
/wiki/Cronulla	Cronulla	-33.09:-251.01	Free Worlds League
/wiki/Crossing	Crossing	253.13:47.26	Federated Suns
/wiki/Cruz_Alta	Cruz Alta	-436.92:20.63	Lyran Commonwealth
/wiki/Cryfder	Cryfder	-153.29:493.89	?
/wiki/Csesztreg	Csesztreg	-69.29:391.31	Draconis Combine
/wiki/Csomad	Csomad	427.28:-292.14	Federated Suns
/wiki/Ctesiphon	Ctesiphon	321.43:1044.12	?	Deep Periphery
/wiki/Culmia	Culmia	544.08:240.76	No record
/wiki/Cumberland	Cumberland	207.04:-264.98	Federated Suns
/wiki/Cumbres	Cumbres	-154.03:201.83	Lyran Commonwealth
/wiki/Curaumilla	Curaumilla	-330.36:-119.18	Free Worlds League
/wiki/Cursa	Cursa	-51.46:-348.63	Free Worlds League
/wiki/Cusset	Cusset	-49.38:283.78	Lyran Commonwealth
/wiki/Custozza	Custozza	-544.64:355.23	?
/wiki/Cygnus_(planet)	Cygnus (planet)	-7.08:-500.14	No record
/wiki/Cylene	Cylene	105.98:25.03	Draconis Combine
/wiki/Cyrenaica	Cyrenaica	156.56:273.93	Draconis Combine
/wiki/Cyrton	Cyrton	364.13:-343.27	Taurian Concordat
/wiki/Czarvowo	Czarvowo	-317.48:61.48	Lyran Commonwealth
/wiki/Dabih	Dabih	59.97:83.50	Draconis Combine
/wiki/Dagda_(Clan)	Dagda (Clan)	-132.17:1602.6	Clans
/wiki/Dagda_(LC)	Dagda (LC)	-225.94:101.60	No record
/wiki/Dahar	Dahar	279.42:20.11	Federated Suns
/wiki/Dainmar_Majoris	Dainmar Majoris	-62.20:-484.20	Magistracy of Canopus
/wiki/Dalcour	Dalcour	-384.88:-99.56	Free Worlds League
/wiki/Dalian	Dalian	-57.58:-267.29	No record
/wiki/Dalkeith	Dalkeith	-26.40:157.71	Lyran Commonwealth
/wiki/Dalmantia	Dalmantia	221.37:166.53	No record
/wiki/Dalton	Dalton	-115.77:-229.90	Free Worlds League
/wiki/Damevang	Damevang	345.59:64.32	Federated Suns
/wiki/Damian	Damian	72.89:459.29	Draconis Combine
/wiki/Danais	Danais	-148.08:-40.37	Free Worlds League
/wiki/Daneshmand	Daneshmand	-72.12:-181.03	Free Worlds League
/wiki/Daniels	Daniels	124.59:-197.50	Federated Suns
/wiki/Danli	Danli	667.39:273.41	No record
/wiki/Dansur	Dansur	-74.92:-315.11	No record
/wiki/Dante_(planet)	Dante (planet)	427.86:175.12	Outworlds Alliance
/wiki/Danxian	Danxian	-347.41:17.27	Lyran Commonwealth
/wiki/Danzig	Danzig	-642.36:847.36	?
/wiki/Daol	Daol	146.78:-335.26	No record
/wiki/Dar-es-Salaam	Dar-es-Salaam	-194.87:13.39	Lyran Commonwealth
/wiki/Darius	Darius	65.12:204.68	Draconis Combine
/wiki/Dark_Nebula	Dark Nebula	?	?	Nebula, not a system
/wiki/Darwendale	Darwendale	311.73:-262.90	Federated Suns
/wiki/Davetal	Davetal	271.50:-446.98	No record
/wiki/David	David	140.09:19.23	Federated Suns
/wiki/Davisville	Davisville	481.31:-27.44	Federated Suns
/wiki/Dawn	Dawn	29.19:375.29	Draconis Combine
/wiki/Dayr_Khuna	Dayr Khuna	-113.79:-196.50	Free Worlds League
/wiki/Ddraig	Ddraig	746.04:157.70	No record
/wiki/De_Berry	De Berry	446.67:62.50	Federated Suns
/wiki/Decatur	Decatur	54.15:-336.26	Capellan Confederation
/wiki/Declan	Declan	362.88:-20.35	No record
/wiki/Decus	Decus	44.45:-251.60	Capellan Confederation
/wiki/Defiance_(planet)	Defiance (planet)	424.95:-106.59	Federated Suns
/wiki/Dehgolan	Dehgolan	5.43:199.00	Draconis Combine
/wiki/Deia	Deia	-176.05:303.69	Lyran Commonwealth
/wiki/Delacambre	Delacambre	539.71:4.87	Federated Suns
/wiki/Delacruz	Delacruz	372.48:113.17	Draconis Combine
/wiki/Delagoa	Delagoa	-431.53:360.36	No record
/wiki/Delavan	Delavan	269.86:-95.17	Federated Suns
/wiki/Delios	Delios	-16.79:1803.51	Clans
/wiki/Delitzsch	Delitzsch	326.46:146.80	Draconis Combine
/wiki/Dell	Dell	-61.28:330.82	Lyran Commonwealth
/wiki/Delos	Delos	613.41:59.93	Federated Suns
/wiki/Delphos	Delphos	319.75:-52.00	Federated Suns
/wiki/Demeter	Demeter	91.50:-69.59	Federated Suns
/wiki/Denbar	Denbar	69.01:-235.25	Capellan Confederation
/wiki/Deneb_Algedi	Deneb Algedi	41.07:26.25	Draconis Combine
/wiki/Deneb_Kaitos	Deneb Kaitos	64.62:-12.97	Federated Suns
/wiki/Denebola	Denebola	-37.84:-1.62	Free Worlds League
/wiki/Denizli	Denizli	-113.01:347.37	Lyran Commonwealth
/wiki/Derby	Derby	-488.48:275.33	?
/wiki/Derf	Derf	-130.84:394.67	Lyran Commonwealth
/wiki/Des_Arc	Des Arc	496.57:-83.54	Federated Suns
/wiki/Deschenes	Deschenes	-87.12:-297.59	Free Worlds League
/wiki/Deshler	Deshler	215.07:74.40	Federated Suns
/wiki/Desolate_Plains	Desolate Plains	207.01:-361.32	No record
/wiki/Detroit	Detroit	19.15:-452.55	Independent world
/wiki/Devil%27s_Breath	Devil's Breath	509.76:226.30	No record
/wiki/Devil%27s_Rock	Devil's Rock	-36.19:-15.30	Free Worlds League
/wiki/Devin	Devin	-110.63:333.92	Lyran Commonwealth
/wiki/Deweidewd	Deweidewd	-107.19:285.25	No record
/wiki/DeWitt	DeWitt	260.02:-21.91	Federated Suns
/wiki/Dhaulgiri	Dhaulgiri	137.22:-281.60	No record
/wiki/D%C3%AC-fang	Dì-fang	-9.66:-299.59	No record
/wiki/Diamantina	Diamantina	-314.66:-100.27	Free Worlds League
/wiki/Diass	Diass	-171.25:-258.79	Free Worlds League
/wiki/Diboll	Diboll	475.00:67.65	Federated Suns
/wiki/Dicallus	Dicallus	341.89:-375.82	Taurian Concordat
/wiki/Dichell	Dichell	-267.14:518.29	No record
/wiki/Dickinson	Dickinson	-146.49:-113.54	Free Worlds League
/wiki/Dicon	Dicon	20.13:-327.57	Capellan Confederation
/wiki/Die_Moot	Die Moot	284.12:-304.90	Federated Suns
/wiki/Diedre%27s_Den	Diedre's Den	-417.29:-62.98	Circinus Federation
/wiki/Diefenbaker	Diefenbaker	198.10:-343.93	Federated Suns
/wiki/Dieron	Dieron	12.19:15.02	Draconis Combine
/wiki/Dieudonne	Dieudonne	-75.16:-26.08	Free Worlds League
/wiki/Diik	Diik	530.61:-467.50	No record
/wiki/Dili	Dili	-54.95:-301.44	No record
/wiki/Dindatari	Dindatari	438.21:160.83	Outworlds Alliance
/wiki/Diosd	Diosd	-2.34:230.53	Draconis Combine
/wiki/Dirk%27s_Gulf	Dirk's Gulf	228.76:-146.68	No record
/wiki/Dirkel	Dirkel	-110.10:526.14	No record
/wiki/Dixie	Dixie	-253.65:-21.39	Lyran Commonwealth
/wiki/Dneiper	Dneiper	464.71:245.97	Outworlds Alliance
/wiki/Dnepropetrovsk	Dnepropetrovsk	299.11:169.96	Draconis Combine
/wiki/Dobson	Dobson	204.04:26.51	Federated Suns
/wiki/Dol	Dol	232.11:-161.11	No record
/wiki/Domain	Domain	-32.83:248.12	Lyran Commonwealth
/wiki/Domeyko	Domeyko	676.14:231.31	No record
/wiki/Dompaire	Dompaire	-74.65:302.21	Lyran Commonwealth
/wiki/Donegal	Donegal	-182.25:160.42	Lyran Commonwealth
/wiki/Donenac	Donenac	200.18:89.51	Draconis Combine
/wiki/Doneval_II	Doneval II	200.56:8.87	Federated Suns
/wiki/Dormandaine	Dormandaine	461.97:101.44	?	Outworlds Alliance
/wiki/Dorpat	Dorpat	-723.77:877.99	?
/wiki/Dortmund	Dortmund	-725.12:776.31	?
/wiki/Dothan	Dothan	433.42:-135.21	Federated Suns
/wiki/Dove	Dove	33.66:179.85	No record
/wiki/Dover	Dover	132.50:202.75	Draconis Combine
/wiki/Dowles	Dowles	116.86:-208.94	No record
/wiki/Dragon%27s_Field	Dragon's Field	?	Federated Suns	From novel "The Sword And The Dagger"
/wiki/Dralkig	Dralkig	515.49:114.19	No record
/wiki/Drask%27s_Den	Drask's Den	-86.48:492.59	Oberon Confederation
/wiki/Dreadlord	Dreadlord	564.19:152.68	No record
/wiki/Dresden	Dresden	-202.64:81.88	No record
/wiki/Drienfontein	Drienfontein	270.95:-292.42	Federated Suns
/wiki/Dromini	Dromini	-20.92:66.60	Draconis Combine
/wiki/Drosendorf	Drosendorf	-258.80:41.61	Lyran Commonwealth
/wiki/Drozan	Drozan	31.25:-372.59	Capellan Confederation
/wiki/Drusibacken	Drusibacken	-123.21:-124.53	Free Worlds League
/wiki/Du_Lac	Du Lac	344.30:-163.81	No record
/wiki/Duantia	Duantia	-339.74:58.33	No record
/wiki/Dubhe	Dubhe	-70.53:-16.18	Free Worlds League
/wiki/Dukambia	Dukambia	-181.85:215.26	Lyran Commonwealth
/wiki/Dumaring	Dumaring	79.56:224.89	Draconis Combine
/wiki/Dumassas	Dumassas	428.55:-324.02	No record
/wiki/Dunianshire	Dunianshire	-77.74:-501.61	Magistracy of Canopus
/wiki/Dunkerque	Dunkerque	272.24:-198.25	No record
/wiki/Durabon	Durabon	-279.55:-444.45	No record
/wiki/Duran	Duran	-263.15:144.71	Lyran Commonwealth
/wiki/Dustball	Dustball	-104.39:268.10	Lyran Commonwealth
/wiki/Duxford	Duxford	569.13:12.72	No record
/wiki/Duxfort	Duxfort	203.37:353.42	?
/wiki/Dyev	Dyev	5.68:41.10	Draconis Combine
/wiki/Dyfed	Dyfed	126.04:215.26	Draconis Combine
/wiki/Eagle_Rest	Eagle Rest	-243.89:-533.85	No record
/wiki/Eaglesham	Eaglesham	-33.32:135.59	Lyran Commonwealth
/wiki/Early_Dawn	Early Dawn	-92.89:-431.63	Magistracy of Canopus
/wiki/Eaton	Eaton	-80.85:113.47	Lyran Commonwealth
/wiki/Ebensburg	Ebensburg	237.11:303.51	Draconis Combine
/wiki/Ebro	Ebro	563.34:-130.51	Federated Suns
/wiki/EC-EY-4170	EC-EY-4170		?	?	Deep periphery
/wiki/EC-EY-4189	EC-EY-4189		?	?	Deep periphery
/wiki/EC821-387D	EC821-387D	?	Deep periphery
/wiki/Echo	Echo	287.23:372.24	Draconis Combine
/wiki/Edasich	Edasich	-96.36:121.53	Lyran Commonwealth
/wiki/Eden	Eden	-130.81:1600.12	Clans
/wiki/Edmondson	Edmondson	-338.43:-103.66	Free Worlds League
/wiki/Edwards	Edwards	131.99:-32.59	Federated Suns
/wiki/Egress	Egress	67.93:-372.87	Capellan Confederation
/wiki/Eguilles	Eguilles	37.21:233.12	Draconis Combine
/wiki/Eidsfoss	Eidsfoss	-153.42:59.31	Lyran Commonwealth
/wiki/Eigerland	Eigerland	570.22:188.56	No record
/wiki/Eilenburg	Eilenburg	-220.08:19.49	Lyran Commonwealth
