!System;X;Y;3025
Fellanin;132,086;32,779;Draconis Combine
Grootfontein;97,358;105,025;No record
Hagiwawa;123,552;112,142;Draconis Combine
Homam;146,299;51,907;Draconis Combine
Junction;134,928;78,787;Draconis Combine
Kitalpha;112,954;96,428;Draconis Combine
Kurhah;104,163;56,365;Draconis Combine
Lapida II;112,945;51,167;Draconis Combine
Matar;162,067;56,297;Draconis Combine
New Sumatra;139,374;64,378;No record
Okaya;108,911;38,039;No record
Sadalbari;137,775;42,859;Draconis Combine
Scheat;168,531;41,830;Draconis Combine
Tannil;122,004;57,341;Draconis Combine
Umijiri;123,809;106,452;Draconis Combine
Waddesdon;99,128;91,397;Draconis Combine
Mara;121,748;8,743;Federated Suns
Proserpina;158,215;34,295;Draconis Combine
Baruun Urt;105,579;237,731;Draconis Combine
Bicester;148,628;227,948;Draconis Combine
Braunton;129,240;237,243;Draconis Combine
Corsica Nueva;194,121;227,165;Draconis Combine
Iijima;211,180;196,151;Draconis Combine
Kanowit;87,196;241,534;Draconis Combine
Koumi;199,294;170,817;Draconis Combine
Leiston;174,475;234,667;Draconis Combine
Omagh;152,760;211,396;Draconis Combine
Philadelphia;191,536;208,818;Draconis Combine
Tanh Linh;90,211;232,338;Draconis Combine
Yumesta;169,820;225,134;Draconis Combine
Xinyang;113,214;224,941;Draconis Combine
Ankaa;74,697;-9,356;Federated Suns
Hean;74,697;-14,518;Federated Suns
New Florence;90,612;-11,639;No record
Ronel;95,640;-2,635;Capellan Confederation
Tybalt;89,951;-20,467;Capellan Confederation
Cylene;105,978;25,030;Draconis Combine
Markab;97,702;22,756;Draconis Combine
Skat;93,311;26,833;Draconis Combine
Galatia III;90,726;14,234;Federated Suns
Helen;57,454;10,034;Federated Suns
Murchison;74,697;19,855;Draconis Combine
Pokhara;62,356;16,823;No record
Towne;69,265;7,961;Federated Suns
Deneb Kaitos;64,617;-12,971;Federated Suns
Errai;52,512;3,478;Federated Suns
Mallory's World;111,402;5,902;Federated Suns
New Rhodes III;102,361;-15,815;Federated Suns
Ozawa;84,778;2,798;Federated Suns
Addicks;71,439;-0,696;Federated Suns
Yance I;69,791;51,650;Draconis Combine
Al Na'ir;60,097;31,239;Draconis Combine
Albalii;71,079;78,532;Draconis Combine
Ancha;75,470;36,138;Draconis Combine
Biham;71,853;36,654;Draconis Combine
Chichibu;90,467;74,914;Draconis Combine
Halstead Station;78,057;43,443;Draconis Combine
Miyazaki;51,427;57,508;No record
Piedmont;79,399;77,759;Draconis Combine
Sadachbia;80,598;35,873;Draconis Combine
Shimonita;93,826;82,416;Draconis Combine
Shinonoi;79,871;53,979;Draconis Combine
Nashira;47,655;33,587;Draconis Combine
Telos IV;43,942;40,273;Draconis Combine
Ashio;73,565;66,743;Draconis Combine
Killbourn;-5,084;13,109;No record
Fomalhaut;20,928;5,382;Federated Suns
Altair;8,836;13,754;Draconis Combine
Asta;4,129;25,543;Draconis Combine
Athenry;17,569;30,974;Draconis Combine
Deneb Algedi;41,097;26,058;Draconis Combine
Dyev;5,683;40,797;Draconis Combine
Imbros III;-2,077;34,077;Draconis Combine
Kervil;34,119;45,961;Draconis Combine
Nirasaki;34,378;19,339;Draconis Combine
Pike IV;20,153;39,240;Draconis Combine
Saffel;25,586;11,846;Federated Suns
Styx;25,844;25,543;Draconis Combine
Yorii;-8,015;21,153;Draconis Combine
Quentin;46,002;12,361;Federated Suns
Atria;-16,034;51,650;Draconis Combine
Ko;-18,105;43,900;Draconis Combine
Lyons;-23,010;38,727;Lyran Commonwealth
Sabik;-12,675;57,082;Draconis Combine
Dieron;12,201;14,909;Draconis Combine
Chaville;17,398;46,931;No record
Nai-Stohl;1,500;72,395;No record
Algedi;66,070;94,935;Draconis Combine
Alnasl;2,838;116,017;Draconis Combine
Altais;37,222;109,811;Draconis Combine
Alya;26,359;96,629;Draconis Combine
Ascella;20,928;74,397;Draconis Combine
Dabih;59,968;83,504;Draconis Combine
Elix;45,701;71,019;No record
Kaus Australis;5,683;83,447;Draconis Combine
Kaus Borealis;11,373;96,371;Draconis Combine
Kaus Media;7,746;80,087;Draconis Combine
Rukbat;42,128;108,781;Draconis Combine
Shitara;41,613;87,121;Draconis Combine
Tsukude;20,153;119,374;Draconis Combine
Eltanin;-1,917;99,345;Draconis Combine
New Wessex;-12,415;113,430;Draconis Combine
Vega;-3,630;106,615;Draconis Combine
Kuzuu;23,011;66,624;Draconis Combine
Medron;424,157;114,420;No record
Altdorf;333,189;119,374;Draconis Combine
Beta Mensae V;317,163;129,199;Draconis Combine
Budingen;382,302;162,025;Draconis Combine
Capra;340,416;105,709;Draconis Combine
Cimeron;362,649;83,967;Federated Suns
Conroe;377,137;91,456;Federated Suns
Delacruz;372,478;113,170;Draconis Combine
Delitzsch;326,461;146,804;Draconis Combine
Groveld III;386,961;113,430;Federated Suns
Huan;304,753;98,175;Draconis Combine
Kesai;370,161;105,677;Federated Suns
Latexo;392,906;80,345;Federated Suns
McGehee;330,336;74,915;Federated Suns
Oldsmith;306,330;88,669;No record
Périgueux;342,594;82,485;No record
Schirmeck;367,058;156,594;Draconis Combine
Senorbi;345,600;149,873;Draconis Combine
Valentina;397,814;141,609;Draconis Combine
Waldheim;345,848;129,747;Draconis Combine
Weisau;377,137;134,115;Draconis Combine
Cassias;317,678;79,828;Federated Suns
Bryceland;406,606;97,919;Federated Suns
Niles;398,587;119,892;Federated Suns
Wittington;424,202;105,465;No record
Kaznejoy;329,457;132,599;Draconis Combine
Marduk;208,335;59,926;Federated Suns
An Ting;301,652;109,811;Draconis Combine
Arlington;212,736;99,733;Draconis Combine
Deshler;215,065;74,397;Federated Suns
Elidere;279,947;75,955;Federated Suns
Gandy's Luck;250,211;93,012;Draconis Combine
Goldlure;269,002;108,124;No record
Harpster;213,251;82,416;Federated Suns
Igualada;290,274;114,234;Draconis Combine
Kawabe;240,646;135,661;Draconis Combine
Kirei Na Niwa;297,777;147,295;Draconis Combine
Lima;235,741;53,979;Federated Suns
Marlowe's Rift;234,711;87,839;Draconis Combine
McComb;222,299;57,597;Federated Suns
Misery;274,256;84,992;Draconis Combine
Nadrin;313,287;152,719;Draconis Combine
New Aberdeen;256,932;78,276;Federated Suns
Shaul Khala;219,456;133,331;Draconis Combine
Thestria;290,849;79,919;Draconis Combine
Wapakoneta;238,316;69,227;Federated Suns
Westfield;235,565;107,666;No record
Benet;262,877;58,113;Federated Suns
Matsuida;278,405;129,101;Draconis Combine
Santiago;400,929;173,620;No record
Tottori;430,696;265,006;No record
Bad News;422,117;195,368;Draconis Combine
Ban Na San;359,813;220,701;Draconis Combine
Belacruz;378,019;179,122;No record
Chinmen Tao;341,208;215,537;Draconis Combine
Chirala;385,662;240,871;Draconis Combine
Cosenza;325,957;161,510;Draconis Combine
Dnepropetrovsk;299,331;168,746;Draconis Combine
Enif;429,094;288,686;Draconis Combine
Goubellat;351,289;165,129;Draconis Combine
Kazanka;444,605;229,752;Draconis Combine
Keihoku;307,702;212,076;Draconis Combine
Koulen;371,697;229,267;Draconis Combine
Miyada;310,184;245,005;Draconis Combine
Mizunami;345,600;232,081;Draconis Combine
Murmansk;320,533;221,949;No record
Nakaojo;287,181;183,226;Draconis Combine
Nexus Ri;417,205;207,867;No record
Old Canton;393,593;260,655;No record
Pondicherry;401,688;239,059;Draconis Combine
Ramgarh;391,866;224,844;Draconis Combine
Sakuranoki;282,265;159,966;Draconis Combine
Sanda;322,633;194,804;Draconis Combine
Sighisoara;302,435;238,286;Draconis Combine
Simferopol;307,187;188,339;Draconis Combine
Sinope;382,560;195,367;Draconis Combine
Suianheer;419,529;246,551;Draconis Combine
Sverdlovsk;341,208;184,257;Draconis Combine
Tabayama;407,560;233,095;Draconis Combine
Tiflis;354,133;195,635;Draconis Combine
Worrell;292,870;230,267;Draconis Combine
Zalaf;388,248;212,179;Draconis Combine
Zlatousi;427,280;219,671;Draconis Combine
Galedon;331,999;173,891;Draconis Combine
New Samarkand;359,452;248,589;Draconis Combine
Hakkaido;267,636;228,588;No record
Miyako;245,420;237,749;No record
Agematsu;253,838;185,545;Draconis Combine
Dalmantia;221,365;166,525;No record
Hachiman;252,799;152,204;Draconis Combine
Handa;274,771;140,578;Draconis Combine
Hun Ho;250,211;136,693;Draconis Combine
Isesaki;277,093;193,852;Draconis Combine
Midway;247,633;203,129;Draconis Combine
Mokpo;232,824;221,259;No record
Sunchon;274,508;208,433;No record
Togura;224,362;153,501;Draconis Combine
Oshika;239,151;176,676;Draconis Combine
Cabanatuan;292,485;448,092;No record
Caesaera;233,978;356,372;No record
Caracol;273,349;398,823;No record
Jeju;212,589;443,060;No record
New Sarum;228,756;424,374;No record
Altona;283,553;421,581;Draconis Combine
Bangor;176,540;349,722;Draconis Combine
Chupadero;227,989;379,415;Draconis Combine
Duxfort;203,509;350,887;No record
Echo;287,430;369,625;Draconis Combine
Jeanette;222,033;367,304;Draconis Combine
Jeronimo;183,010;340,642;Draconis Combine
Lonaconing;257,971;374,510;Draconis Combine
Matamoras;252,531;349,206;Draconis Combine
Silence;217,462;413,615;No record
Sawyer;250,470;392,640;Draconis Combine
Seuta Bimyeong;266,090;359,232;No record
Stapelfeld;218,158;393,156;Draconis Combine
Tarnby;266,755;429,083;Draconis Combine
Virentofta;199,038;400,102;Draconis Combine
Wonju;266,750;414,000;No record
Bjarred;243,394;408,678;Draconis Combine
Albiero;150,446;356,782;Draconis Combine
Almunge;163,624;396,997;Draconis Combine
Brocchi's Cluster;160,691;387,513;Draconis Combine
Hanover;167,233;364,203;Draconis Combine
Kabah;207,047;369,593;Draconis Combine
Luzerne;124,316;351,793;Draconis Combine
New Ceylon;148,306;433,569;No record
Rockland;149,916;419,232;Draconis Combine
Savinsville;141,899;356,185;Draconis Combine
Schuyler;122,264;367,016;Draconis Combine
Schwartz;176,291;426,722;Draconis Combine
Turtle Bay;152,752;400,905;Draconis Combine
Coudoux;180,696;382,752;Draconis Combine
Asgard;126,654;266,198;Draconis Combine
Avon;150,086;250,796;Draconis Combine
Bilma;111,212;321,113;No record
Byesville;132,602;335,734;Draconis Combine
Caripare;146,814;291,272;Draconis Combine
Charity;315,099;263,937;Draconis Combine
Chatham;180,940;250,168;Draconis Combine
Cheriton;244,780;328,533;Draconis Combine
Clearfield;263,651;327,489;Draconis Combine
Cyrenaica;156,561;273,932;Draconis Combine
Ebensburg;237,278;301,385;Draconis Combine
Espakeh;301,911;341,683;Draconis Combine
Hassi R'mel;288,727;278,863;Draconis Combine
Herndon;225,403;332,375;Draconis Combine
Hyner;204,201;327,985;Draconis Combine
Irece;179,371;293,992;Draconis Combine
Itabaiana;127,168;307,557;Draconis Combine
Juazeiro;162,575;301,641;Draconis Combine
Kilmarnock;172,664;263,094;Draconis Combine
Labrea;138,797;325,429;Draconis Combine
Loysville;291,821;319,998;Draconis Combine
Macksburg;276,326;341,683;Draconis Combine
Maldonado;212,220;320,996;Draconis Combine
Marshdale;163,367;330,046;Draconis Combine
McAlister;226,604;343,052;Draconis Combine
Meinacos;201,091;295,180;Draconis Combine
Monywa;348,960;265,681;Draconis Combine
Mualang;96,414;265,681;Draconis Combine
Odawara;235,801;265,691;No record
Outer Volta;155,338;317,926;Draconis Combine
Port Arthur;131,569;255,343;Draconis Combine
Shimoda;265,117;263,628;No record
Shimonoseki;212,478;248,364;Draconis Combine
Tarazed;126,138;251,468;Draconis Combine
Teniente;185,100;307,824;Draconis Combine
Tuat;113,043;290,880;No record
Tuscarawas;258,234;308,429;Draconis Combine
Ulsan;194,568;275,084;No record
Unity;224,628;287,396;Draconis Combine
Wolcott;147,080;337,282;Draconis Combine
Yamarovka;111,669;274,473;Draconis Combine
Luthien;167,621;250,493;Draconis Combine
Pesht;206,144;309,913;Draconis Combine
Kagoshima;201,112;254,850;Draconis Combine
Abagnar;380,231;314,823;Draconis Combine
Abiy Adi;349,466;314,567;Draconis Combine
Hongor;390,063;314,277;Draconis Combine
Huaide;376,880;286,623;Draconis Combine
Kanto;330,780;283,811;No record
Kokpekty;412,809;302,392;Draconis Combine
Land's End;407,884;319,998;Draconis Combine
Linqing;341,726;310,400;Draconis Combine
Nara;292,706;296,543;No record
Sertar;312,773;292,303;Draconis Combine
Soul;377,396;279,121;Draconis Combine
New Start;366,201;301,521;No record
Thimphu;346,630;286,365;Draconis Combine
Ningxia;314,874;313,336;Draconis Combine
Sikkim;331,765;330,962;No record
Ad Duwayd;361,884;374,511;Draconis Combine
Algate;323,626;378,128;Draconis Combine
Brailsford;327,490;385,138;Draconis Combine
Brihuega;354,897;391,082;Draconis Combine
Chapineria;292,088;392,083;Draconis Combine
Chorley;332,933;379,684;Draconis Combine
Emar;325,039;344,714;No record
Gravenhage;304,745;425,981;Draconis Combine
Hartshill;323,626;407,593;Draconis Combine
Kamarod;346,365;360,326;Draconis Combine
Korramabad;372,727;364,460;Draconis Combine
Leyland;308,632;392,898;Draconis Combine
Multan;363,699;329,015;Draconis Combine
New Sapporo;332,956;417,297;No record
Nowhere;369,120;403,203;Draconis Combine
Qandahar;317,971;358,116;Draconis Combine
Salford;339,395;403,203;Draconis Combine
Slaithwaite;325,957;393,123;Draconis Combine
Pusht-i-rud;372,724;348,637;Draconis Combine
Alleghe;-9,837;406,051;Draconis Combine
Balsta;28,935;412,772;Draconis Combine
Bruben;-5,704;388,468;Draconis Combine
Bushmill;3,025;329,358;No record
Dawn;29,194;375,286;Draconis Combine
Engadin;19,896;336,507;Draconis Combine
Feltre;-20,174;362,104;Draconis Combine
Ferleiten;25,320;353,837;Draconis Combine
Goito;44,706;332,893;Draconis Combine
Gunzburg;12,395;290,245;Draconis Combine
Heiligendreuz;3,354;277,832;Draconis Combine
Hermagor;23,764;388,984;Draconis Combine
Hohenems;-18,361;348,402;Draconis Combine
Kempten;45,221;308,076;Draconis Combine
Kirchbach;-39,048;382,780;Draconis Combine
Kufstein;-11,125;341,426;Draconis Combine
Leoben;41,346;405,269;Draconis Combine
Liezen;-20,947;380,201;Draconis Combine
Lovinac;-29,214;390,277;Draconis Combine
Mozirje;-38,788;362,104;Draconis Combine
New Bergen;19,382;402,946;Draconis Combine
New Oslo;15,246;386,145;Draconis Combine
Outpost;15,246;426,466;Draconis Combine
Pomme De Terre;56,332;362,877;Draconis Combine
Predlitz;43,684;354,607;Draconis Combine
Radlje;57,630;376,842;Draconis Combine
Rodigo;-17,320;393,381;Draconis Combine
Skallevoll;37,294;435,924;Draconis Combine
Spittal;59,178;344,530;Draconis Combine
St. John;-13,447;400,874;Draconis Combine
Stanzach;14,464;315,833;Draconis Combine
Susquehanna;52,199;420,521;Draconis Combine
Svelvik;17,311;411,468;Draconis Combine
The Edge;-33,606;407,079;Draconis Combine
Unzmarkt;-0,006;364,943;Draconis Combine
Vipaava;61,258;370,634;Draconis Combine
Vorarlberg;24,296;303,682;Draconis Combine
Rasalhague;39,275;389,766;Draconis Combine
Radstadt;41,368;316,631;Draconis Combine
Corfu;63,565;322,264;No record
Oyevaina;37,670;264,054;No record
Alshain;58,344;278,846;Draconis Combine
Ardoz;46,260;245,780;Draconis Combine
Casere;77,800;343,743;Draconis Combine
Eguilles;37,214;233,116;Draconis Combine
Halesowen;36,439;251,726;Draconis Combine
Kaesong;59,693;296,706;Draconis Combine
Krenice;56,857;230,272;Draconis Combine
Mannedorf;49,098;226,910;Draconis Combine
Marawi;62,281;264,911;Draconis Combine
Maule;31,790;245,262;Draconis Combine
Setubal;44,191;237,516;Draconis Combine
Sheliak;64,359;289,985;Draconis Combine
Soverzene;87,097;317,151;Draconis Combine
Sternwerde;63,834;248,625;Draconis Combine
Thessalonika;74,182;304,712;Draconis Combine
Toffen;41,613;221,742;Draconis Combine
Tinaca;70,577;273,723;Draconis Combine
Constance;100,031;429,051;Draconis Combine
Courchevel;95,114;344,785;Draconis Combine
Damian;72,894;459,292;Draconis Combine
Ferranil;121,052;400,590;No record
Garstedt;126,138;382,004;Draconis Combine
Glabach;108,824;443,254;No record
Holmsbu;57,674;441,912;Draconis Combine
Idlewind;123,552;429,051;Draconis Combine
Jarett;102,171;415,147;Draconis Combine
Jezersko;88,129;369,883;Draconis Combine
Kiruna;125,322;411,360;No record
Last Frontier;80,120;387,982;Draconis Combine
Nykvarn;123,295;388,723;Draconis Combine
Pinnacle;71,843;430,888;Draconis Combine
Polcenigo;109,071;374,798;Draconis Combine
Richmond;130,778;455,449;Draconis Combine
Thule;93,055;455,160;Draconis Combine
Trondheim;72,640;405,242;Draconis Combine
Angelsey;124,219;-88,218;No record
Caria;157,768;-125,011;No record
Almach;100,804;-61,569;Federated Suns
Axton;127,169;-113,236;Federated Suns
Bahl's Retreat;149,799;-163,600;No record
Beten Kaitos;167,162;-112,913;Federated Suns
Boeotia;160,821;-136,233;No record
Chesterton;115,619;-71,037;Federated Suns
Demeter;91,497;-69,589;Federated Suns
Goshen;134,673;-94,653;Federated Suns
Mesartim;102,876;-54,593;Federated Suns
Mira;103,393;-52,004;Federated Suns
Orbisonia;150,173;-155,163;Federated Suns
Sonnia;123,553;-41,932;Federated Suns
Tecumseh;139,320;-105,010;Federated Suns
Ulan Batar;126,566;-74,405;Federated Suns
Valexa;113,805;-86,807;Federated Suns
Westphalia;125,246;-103,713;No record
Emerson;171,566;-115,567;Federated Suns
Smolensk;178,352;-129,790;Federated Suns
Aggstein;219,606;-203,110;No record
Turko;160,034;-190,205;No record
Brabent;174,029;-192,577;No record
Branzoll;207,085;-175,168;No record
Fable;193,351;-192,472;No record
Helixmar;175,551;-203,100;No record
Kluane;196,192;-199,369;Federated Suns
Monongahela;164,910;-165,769;Federated Suns
Namen;171,967;-215,705;No record
Novaya Zemlya;180,681;-183,311;Federated Suns
Smythe;207,446;-208,281;No record
Stockpoll;187,313;-168,296;No record
Wappingers;175,250;-231,186;Federated Suns
Kathil;171,357;-148,580;Federated Suns
Atlas (system);157,420;-244,069;Federated Suns
Blida;168,303;-240,211;No record
Maharet;147,923;-234,486;No record
Quittacas;157,935;-219,787;Federated Suns
Royalston;136,723;-224,142;Federated Suns
Chouli;169,583;-287,756;No record
Hè-shì;190,389;-305,208;No record
Ashley;164,386;-308,391;Federated Suns
Aucara;176,540;-296,299;Federated Suns
Beenleigh;183,783;-268,848;Federated Suns
Bodnath;157,540;-259,220;No record
Brockway;218,167;-355,971;Federated Suns
Bromhead;159,739;-377,477;Federated Suns
Carmichael;199,553;-349,033;Federated Suns
Diefenbaker;198,255;-341,499;Federated Suns
Electra;215,323;-322,371;Federated Suns
Flintoft;191,536;-333,272;Federated Suns
Horsham;155,349;-354,979;Federated Suns
Jaipur;175,508;-280,246;Federated Suns
Jenet;191,664;-253,952;No record
Kumqwat;155,685;-265,594;No record
Lindsay;206,530;-350,025;Federated Suns
Maia;214,539;-323,163;Federated Suns
Mandaree;182,484;-308,990;Federated Suns
Mendham;147,845;-344,866;Federated Suns
Merlin;170,288;-364,496;No record
Merope;213,251;-323,461;Federated Suns
Midale;189,473;-362,215;Federated Suns
Narellan;170,602;-253,882;Federated Suns
Pleiades Cluster;216,353;-319,595;Federated Suns
Ridgebrook;201,357;-319,595;Federated Suns
Robsart;170,860;-340,211;Federated Suns
Sanurcha;217,524;-302,842;No record
Shaunavon;160,264;-323,461;Federated Suns
Tazaraki;182,503;-262,427;No record
Wrentham;170,600;-325,542;Federated Suns
Taygeta;198,383;-295,672;Federated Suns
Anaheim;299,331;-311,764;Federated Suns
Birqash;275,802;-266,270;Federated Suns
Brusett;245,563;-328,119;Federated Suns
Carmacks;183,783;-236,833;Federated Suns
Chillon;227,851;-242,960;No record
Crawford;205,865;-276,170;No record
Cumberland;207,037;-264,979;Federated Suns
Die Moot;284,326;-302,741;Federated Suns
Drienfontein;271,153;-290,356;Federated Suns
El Kerak;279,153;-251,206;No record
Enchi;294,417;-287,780;Federated Suns
Fathepur;246,783;-259,757;No record
Firgrove;249,955;-298,878;Federated Suns
Fortymile;193,597;-214,330;Federated Suns
Gruyeres;240,675;-214,560;No record
Hobbs;255,386;-244,069;Federated Suns
Hobson;214,194;-283,977;Federated Suns
Hyalite;268,824;-354,187;Federated Suns
Kaitangata;231,608;-279,750;Federated Suns
Keuterville;275,783;-311,682;Federated Suns
Kigamboni;206,274;-248,430;Federated Suns
Kiserian;285,883;-279,256;Federated Suns
Lothair;266,229;-337,134;Federated Suns
Marodzi;292,088;-274,598;Federated Suns
Mordialloc;219,972;-263,495;Federated Suns
Ogilvie;195,764;-232,045;Federated Suns
Okains;241,171;-268,649;Federated Suns
Oltepesi;252,540;-276,680;Federated Suns
Sekulmun;212,220;-220,281;Federated Suns
Victralla;280,268;-342,097;No record
Warren;298,034;-328,317;Federated Suns
Weippe;317,420;-307,107;Federated Suns
Werfer;237,267;-344,033;No record
Wernke;248,407;-230,887;Federated Suns
New Syrtis;231,063;-296,899;Federated Suns
Alsek;315,617;-238,123;Federated Suns
Antietam;330,860;-137,026;Federated Suns
Bastian;297,261;-160,021;Federated Suns
Chakachamna;299,848;-181,231;Federated Suns
Colorado;344,568;-199,071;Federated Suns
Du Lac;344,556;-162,650;No record
Dunkerque;272,432;-196,850;No record
Ferrara;272,891;-169,215;No record
Fincastle;323,110;-163,191;Federated Suns
Grosvenor;285,875;-224,640;Federated Suns
Gulkana;353,609;-177,861;Federated Suns
Gurrnazovo;423,405;-240,700;Federated Suns
Ingenstrem;317,163;-225,435;Federated Suns
Neukirchen;406,348;-247,142;Federated Suns
Kaguyak;297,251;-236,036;Federated Suns
Kaiyuh;362,400;-217,705;Federated Suns
Killarney;402,204;-203,731;Federated Suns
Kotzebue;316,649;-205,809;Federated Suns
Nahoni;245,821;-198,575;Federated Suns
New Damascus;273,999;-206,602;Federated Suns
Niquinohomo;407,636;-226,723;Federated Suns
Nizina;309,671;-228,311;Federated Suns
Noatak;330,860;-213,841;Federated Suns
Nogales;269,688;-218,378;No record
Notwina;294,932;-193,916;Federated Suns
Nunivak;322,070;-188,264;Federated Suns
Chirac;380,419;-239,333;No record
Reisterstown;315,608;-149,211;Federated Suns
Semichi;299,590;-214,831;Federated Suns
Sparrevohn;343,786;-188,267;Federated Suns
Susulatna;305,011;-185,691;Federated Suns
Tatlawiksuk;371,449;-190,348;Federated Suns
Waxell;279,421;-179,941;Federated Suns
Zambezi;388,168;-188,606;No record
Chirikof;335,799;-233,463;Federated Suns
As Samik;346,889;-286,690;Federated Suns
Basantapur;364,471;-284,410;Federated Suns
Belaire;334,489;-274,300;Federated Suns
Birmensdorf;383,083;-270,932;Federated Suns
Caldwell;332,592;-325,176;Federated Suns
Cambiano;351,538;-241,982;Federated Suns
Cohagen;372,222;-316,226;Federated Suns
Darwendale;311,732;-262,900;Federated Suns
Gambarare;357,235;-269,940;Federated Suns
Hecheng;332,312;-266,247;Federated Suns
Islamabad;321,562;-254,180;Federated Suns
Macintosh;358,514;-264,979;Federated Suns
Montour;348,702;-328,614;Federated Suns
Naka Pabni;377,913;-291,644;Federated Suns
Panpour;342,497;-292,438;Federated Suns
Pierce;343,011;-310,477;Federated Suns
Songgang;327,758;-299,672;Federated Suns
Tegaldanas;310,184;-279,750;Federated Suns
Tentativa;349,732;-302,250;Federated Suns
Tiruchchirappalli;385,115;-257,922;No record
Traussin;358,271;-318,857;No record
Verdigreis;372,737;-330,694;Federated Suns
Agliana;389,805;-289,562;Federated Suns
Armington;420,819;-303,736;Federated Suns
Baranda;449,246;-259,031;Federated Suns
Csomad;427,282;-292,140;Federated Suns
Estuan;396,520;-306,719;Federated Suns
Great Gorge;492,678;-266,866;Federated Suns
Gronholt;466,046;-261,113;Federated Suns
Hoonaar;460,634;-264,984;Federated Suns
Jacobabad;407,865;-283,421;No record
June;405,833;-264,187;Federated Suns
Malagrotta;428,053;-271,226;Federated Suns
Vackisujfalu;466,311;-286,490;Federated Suns
Everett;149,754;-91,345;No record
Waycross;141,124;-22,791;No record
Amiga;165,170;-84,574;Federated Suns
Avawatz;164,910;-29,514;Federated Suns
Barstow;170,602;-40,891;Federated Suns
Batavia;201,099;-55,363;Federated Suns
Beecher;183,783;-50,201;Federated Suns
Blandinsville;227,989;-32,874;Federated Suns
Bristol;179,097;-65,984;Federated Suns
Carnac;233,807;-24,011;No record
Cholame;202,397;-31,328;Federated Suns
Corydon;216,610;-38,822;Federated Suns
Edwards;132,086;-32,361;Federated Suns
Farwell;140,619;-79,668;Federated Suns
Flushing;195,410;-64,671;Federated Suns
Goderich;144,496;-49,416;Federated Suns
Johnsondale;160,780;-23,051;Federated Suns
Layover;204,201;-19,950;Federated Suns
Listowel;150,173;-67,516;Federated Suns
Logandale;143,195;-35,976;Federated Suns
Manteno;189,215;-71,907;Federated Suns
Marlette;154,576;-44,511;Federated Suns
McHenry;179,393;-84,574;Federated Suns
Muskegon;164,540;-99,254;Federated Suns
New Valencia;219,972;-50,015;Federated Suns
Reinhardstein;192,122;-111,270;No record
Rosamond;178,611;-33,649;Federated Suns
Sanilac;147,338;-58,981;Federated Suns
Scudder;196,192;-95,949;Federated Suns
Tawas;135,703;-55,877;Federated Suns
Tiskilwa;213,768;-90,261;Federated Suns
Wroxeter;166,470;-58,981;Federated Suns
Markesan;221,517;-74,882;Federated Suns
Bellevue;328,026;-57,682;Federated Suns
Bogard;269,339;-32,361;Federated Suns
Cahokia;288,727;-72,946;Federated Suns
Capac;310,184;-56,394;Federated Suns
Charleywood;275,718;-21,722;No record
Colchester;305,270;-13,488;Federated Suns
Declan;362,876;-20,348;No record
Delphos;319,751;-52,004;Federated Suns
DeWitt;257,715;-21,763;Federated Suns
Euclid;349,466;-70,614;Federated Suns
Evansville;293,644;-36,233;Federated Suns
Huron;315,102;-71,907;Federated Suns
Imbrial III;294,158;-49,416;Federated Suns
Kestrel;268,309;-46,829;Federated Suns
Kirklin;278,380;-67,510;Federated Suns
Larned;294,417;-23,051;Federated Suns
Lexington;315,608;-22,793;Federated Suns
Macomb;341,468;-20,209;Federated Suns
Necedah;353,876;-8,057;Federated Suns
Newton;317,412;-30,540;Federated Suns
Northfield;279,421;-75,525;Federated Suns
O'Fallon;313,545;-83,285;Federated Suns
Parma;359,813;-52,260;Federated Suns
Pattonsbrug;377,137;-5,995;Federated Suns
Peabody;330,604;-23,569;Federated Suns
Petrolia;308,115;-70,360;Federated Suns
Plymouth;344,044;-68,804;Federated Suns
Potwin;307,600;-19,950;Federated Suns
Quincy;347,414;-33,904;Federated Suns
Ramona;329,056;-38,305;Federated Suns
Saltural;253,043;-43,935;No record
Saunemin;246,078;-56,394;Federated Suns
Sodus;287,179;-65,186;Federated Suns
Streator;254,095;-75,782;Federated Suns
Willowick;328,284;-74,494;Federated Suns
Vecchio;247,700;-137,000;No record
Argyle;255,384;-109,174;Federated Suns
Augusta;282,265;-99,053;Federated Suns
Belladonna;262,877;-124,637;Federated Suns
Chebanse;225,145;-102,928;Federated Suns
Coloma;283,383;-87,360;Federated Suns
Delavan;269,864;-95,167;Federated Suns
Dirk's Gulf;228,925;-145,657;No record
Dol;232,279;-159,966;No record
El Dorado;266,495;-145,054;Federated Suns
Freisland;234,966;-118,688;Federated Suns
Galax;283,632;-124,547;Federated Suns
Gravensteen;219,606;-133,944;No record
Ipava;259,003;-105,802;Federated Suns
Leamington;353,609;-91,035;Federated Suns
Leipsic;307,857;-103,920;Federated Suns
Lynchburg;340,721;-128,144;No record
Manassas;315,359;-122,354;Federated Suns
Victoria (FS);225,660;-176,869;Federated Suns
Montcoal;247,892;-168,347;Federated Suns
Numenor;283,820;-107,590;Federated Suns
Odell;250,477;-97,499;Federated Suns
Paulding;305,003;-101,143;Federated Suns
Quimper;308,468;-138,830;No record
Remagen;275,802;-156,154;Federated Suns
Saginaw;299,590;-95,693;Federated Suns
Salem;206,788;-161,110;Federated Suns
Steeles;291,563;-141,977;Federated Suns
Strawn;235,996;-90,521;Federated Suns
