SARNA.NET PATH	PLANET NAME	COORDINATES	SARNA.NET OVERHAUL PHASE	3025 AFFILIATION	REMARKS
/wiki/Boeotia	Boeotia	160.82:-136.23	5	No record	
/wiki/Bogard	Bogard	269.34:-32.36	5	Federated Suns	
/wiki/Bogerth	Bogerth	67.94:-256.43	5	No record	
/wiki/Bogrib	Bogrib	-139.18:-305.87	5	No record	
/wiki/Bolan	Bolan	-277.97:5.19	5	Lyran Commonwealth	
/wiki/Bonaire	Bonaire	-44.04:-96.42	5	No record	
/wiki/Bondurant	Bondurant	-162.86:-45.28	5	Free Worlds League	
/wiki/Bone-Norman	Bone-Norman	-185.36:424.92	5	Lyran Commonwealth	
/wiki/Bonneau	Bonneau	396.27:-165.97	5	Federated Suns	
/wiki/Booker	Booker	-237.65:-357.78	5	Magistracy of Canopus	
/wiki/Boondock	Boondock	590.90:21.41	5	Federated Suns	
/wiki/Bora	Bora	38.77:-157.74	5	Capellan Confederation	
/wiki/Borden	Borden	51.43:-370.73	5	Capellan Confederation	
/wiki/Bordon	Bordon	-63.08:-33.39	5	Free Worlds League	
/wiki/Borgan%27s_Rift	Borgan's Rift	-105.06:-412.09	5	Magistracy of Canopus	
/wiki/Borghese	Borghese	-79.28:210.53	5	Lyran Commonwealth	
/wiki/Borka	Borka	-56.60:-325.64	5	No record	
/wiki/Bornal	Bornal	395.84:-140.36	5	No record	
/wiki/Bossangoa	Bossangoa	731.85:277.42	5	No record	
/wiki/Botany_Bay	Botany Bay	-177.83:483.08	5	Morgraine's Valkyrate	
/wiki/Bothwell	Bothwell	482.58:23.94	5	No record	
/wiki/Bougie	Bougie	-505.77:215.46	5	?	
/wiki/Boulsi	Boulsi	778.12:189.99	5	No record	
/wiki/Bountiful_Harvest	Bountiful Harvest	-137.28:261.03	5	Lyran Commonwealth	
/wiki/Bowang	Bowang	-315.09:-159.33	5	Free Worlds League	
/wiki/Braben%27s_Frontier	Braben's Frontier	580.48:206.47	5	No record	
/wiki/Brabent	Brabent	174.02:-192.58	5	No record	
/wiki/Brailsford	Brailsford	327.49:385.14	5	Draconis Combine	
/wiki/Brank	Brank	-462.01:293.02	0	No record	
/wiki/Branzoll	Branzoll	207.09:-175.17	5	No record	
/wiki/Brasha	Brasha	436.57:194.87	5	Outworlds Alliance	
/wiki/Braum	Braum	103.72:-315.56	5	No record	
/wiki/Braunschweig	Braunschweig	-687.00:849.97	5	?	
/wiki/Braunton	Braunton	129.24:237.24	5	Draconis Combine	
/wiki/Breed	Breed	195.41:39.75	5	Federated Suns	
/wiki/Bremen_(HL)	Bremen (HL)	-792.07:806.46	5	?	
/wiki/Bremen_(RWR)	Bremen (RWR)	-472.11:338.42	5	No record	
/wiki/Bremond	Bremond	388.25:58.63	5	Federated Suns	
/wiki/Brest	Brest	30.76:-303.50	5	No record	
/wiki/Breukelen	Breukelen	-88.15:141.35	5	Lyran Commonwealth	
/wiki/Brighton	Brighton	79.09:-200.36	5	Capellan Confederation	
/wiki/Brihuega	Brihuega	354.90:391.08	5	Draconis Combine	
/wiki/Brim	Brim	-25.55:1767.15	5	Clans	
/wiki/Bringdam	Bringdam	101.46:-409.11	5	No record	
/wiki/Brinton	Brinton	134.64:-411.52	5	No record	
/wiki/Brisbane	Brisbane	154.95:-398.78	5	Taurian Concordat	
/wiki/Bristol	Bristol	179.10:-65.98	5	Federated Suns	
/wiki/Brixtana	Brixtana	-91.65:-450.12	5	Magistracy of Canopus	
/wiki/Broaddus	Broaddus	465.03:55.78	5	Federated Suns	
/wiki/Brocchi%27s_Cluster	Brocchi's Cluster	160.69:387.51	5	Draconis Combine	
/wiki/Brockton	Brockton	531.98:-119.18	5	Federated Suns	
/wiki/Brockway	Brockway	218.17:-355.97	5	Federated Suns	
/wiki/Broken_Wheel	Broken Wheel	534.29:-173.50	5	Federated Suns	
/wiki/Bromhead	Bromhead	159.74:-377.48	5	Federated Suns	
/wiki/Brookeland	Brookeland	440.20:70.52	5	Federated Suns	
/wiki/Brooloo	Brooloo	-267.03:284.56	5	Lyran Commonwealth	
/wiki/Brownsville	Brownsville	6.47:-29.79	5	No record	
/wiki/Bruben	Bruben	-5.70:388.47	5	Draconis Combine	
/wiki/Bruges	Bruges	-786.44:885.80	5	?	
/wiki/Brundage	Brundage	403.50:49.32	5	Federated Suns	
/wiki/Brusett	Brusett	245.56:-328.12	5	Federated Suns	
/wiki/Bryant	Bryant	13.18:-13.23	5	Capellan Confederation	
/wiki/Bryceland	Bryceland	406.61:97.92	5	Federated Suns	
/wiki/Buchlau	Buchlau	70.05:-68.80	5	Capellan Confederation	
/wiki/Bucklands	Bucklands	-326.20:330.56	5	Lyran Commonwealth	
/wiki/Buckminster	Buckminster	17.58:154.65	5	Draconis Combine	
/wiki/Budingen	Budingen	382.30:162.03	5	Draconis Combine	
/wiki/Buena	Buena	-400.43:35.63	5	Lyran Commonwealth	
/wiki/Buenos_Aires	Buenos Aires	18.09:-341.99	5	Capellan Confederation	
/wiki/Burl	Burl	53.27:-328.061	0	No record	
/wiki/Burnt_Rock	Burnt Rock	-328.51:191.53	5	No record	
/wiki/Burton	Burton	185.43:-420.74	5	Taurian Concordat	
/wiki/Bushmill	Bushmill	3.03:329.36	5	No record	
/wiki/Butler	Butler	-126.18:375.28	5	Lyran Commonwealth	
/wiki/Butte_Hold	Butte Hold	-100.82:462.40	5	Independent world	
/wiki/Butzfleth	Butzfleth	-108.04:-373.81	5	Free Worlds League	
/wiki/Bye%27s_Ship	Bye's Ship	-250.98:-493.66	5	No record	
/wiki/Byesville	Byesville	132.60:335.73	5	Draconis Combine	
/wiki/Cabanatuan	Cabanatuan	292.49:448.09	5	?	
/wiki/Cadela	Cadela	426.67:-390.88	5	No record	
/wiki/Cadiz_(DC)	Cadiz (DC)	122.00:149.10	5	Draconis Combine	
/wiki/Cadiz_(TC)	Cadiz (TC)	328.08:-424.04	5	No record	
/wiki/Caerlaverock	Caerlaverock	488.18:43.48	5	No record	
/wiki/Caesaera	Caesaera	233.98:356.37	5	?	
/wiki/Cahokia	Cahokia	288.73:-72.95	5	Federated Suns	
/wiki/Caillinius	Caillinius	-130.97:540.41	5	?	
/wiki/Cajamarca	Cajamarca	-243.24:-162.89	5	Free Worlds League	
/wiki/Calafell	Calafell	-366.54:130.23	5	Lyran Commonwealth	
/wiki/Calchedon	Calchedon	-366.94:-96.04	5	No record	
/wiki/Caldarium	Caldarium	-444.77:234.44	5	Independent world	
/wiki/Caldrea	Caldrea	33.85:193.31	5	Draconis Combine	
/wiki/Caldwell	Caldwell	332.59:-325.18	5	Federated Suns	
/wiki/Caledea	Caledea	-283.32:215.58	5	No record	
/wiki/Caledonia	Caledonia	-121.03:37.18	5	Lyran Commonwealth	
/wiki/Caliban_Nebula	Caliban Nebula	?	0	?	Kerensky's Cloak (not a single system)
/wiki/Calingasta	Calingasta	670.85:182.79	5	No record	
/wiki/Calish	Calish	457.60:159.59	5	Outworlds Alliance	
/wiki/Callison	Callison	-62.56:-15.04	5	Free Worlds League	
/wiki/Callisto	Callisto	-156.59:123.80	5	Lyran Commonwealth	
/wiki/Calloway	Calloway	-58.17:-199.57	5	Free Worlds League	
/wiki/Calpaca	Calpaca	-20.17:-214.83	5	Capellan Confederation	
/wiki/Calseraigne	Calseraigne	-8.28:-367.67	5	Free Worlds League	
/wiki/Calvados	Calvados	-459.06:-6.63	5	No record	
/wiki/Camadeierre	Camadeierre	217.73:-401.50	5	Taurian Concordat	
/wiki/Cambiano	Cambiano	351.54:-241.98	5	Federated Suns	
/wiki/Cambridge	Cambridge	-300.59:640.31	5	?	
/wiki/Cameron_(FWL)	Cameron (FWL)	-157.70:-196.79	5	Free Worlds League	
/wiki/Cameron_(LC)	Cameron (LC)	-172.97:167.20	5	Lyran Commonwealth	
/wiki/Camlann_(DC)	Camlann (DC)	0.52:165.62	5	Draconis Combine	
/wiki/Camlann_(FWL)	Camlann (FWL)	-153.87:-233.88	5	Free Worlds League	
/wiki/Cammal	Cammal	111.40:-164.98	5	Federated Suns	
/wiki/Campbelton	Campbelton	-168.44:-112.09	5	Free Worlds League	
/wiki/Campertown	Campertown	-5.44:-159.33	5	Capellan Confederation	
/wiki/Campoleone	Campoleone	-299.83:-291.84	5	Free Worlds League	
/wiki/Canal	Canal	-377.63:307.30	5	Lyran Commonwealth	
/wiki/Candiear	Candiear	-203.78:-419.34	5	Magistracy of Canopus	
/wiki/Canonbie	Canonbie	-122.02:67.16	5	Lyran Commonwealth	
/wiki/Canopus	Canopus	-147.17:-395.00	5	Magistracy of Canopus	
/wiki/Cap_Rouge	Cap Rouge	-123.61:-307.70	5	Free Worlds League	
/wiki/Capac	Capac	310.18:-56.39	5	Federated Suns	
/wiki/Capella	Capella	38.13:-172.16	5	Capellan Confederation	
/wiki/Caph	Caph	12.92:0.56	5	Federated Suns	
/wiki/Capolla	Capolla	7.99:-41.70	5	Capellan Confederation	
/wiki/Capra	Capra	340.42:105.71	5	Draconis Combine	
/wiki/Capricorn	Capricorn	87.62:-186.38	5	Capellan Confederation	
/wiki/Caracol	Caracol	273.35:398.82	5	No record	
/wiki/Carbonis	Carbonis	-47.58:-175.58	5	Free Worlds League	
/wiki/Carcassonne	Carcassonne	380.10:18.26	5	No record	
/wiki/Carcri	Carcri	701.74:-110.38	5	?	
/wiki/Cardff	Cardff	-377.87:-6.00	5	No record	
/wiki/Caria	Caria	157.77:-125.01	5	No record	
/wiki/Caripare	Caripare	146.81:291.27	5	Draconis Combine	
/wiki/Carlisle	Carlisle	-304.98:88.88	5	Lyran Commonwealth	
/wiki/Carmacks	Carmacks	183.78:-236.83	5	Federated Suns	
/wiki/Carmelita	Carmelita	749.43:237.95	5	No record	
/wiki/Carmen	Carmen	28.43:-264.49	5	Capellan Confederation	
/wiki/Carmichael	Carmichael	199.55:-349.03	5	Federated Suns	
/wiki/Carnac	Carnac	233.81:-24.01	5	No record	
/wiki/Carnwath	Carnwath	-63.08:82.42	5	Lyran Commonwealth	
/wiki/Carse	Carse	-15.78:239.06	5	Lyran Commonwealth	
/wiki/Carsphairn	Carsphairn	-96.17:38.99	5	Lyran Commonwealth	
/wiki/Carstairs	Carstairs	-77.04:139.28	5	Lyran Commonwealth	
/wiki/Cartago	Cartago	139.84:-10.13	5	Federated Suns	
/wiki/Carthage	Carthage	199.05:-464.19	5	No record	
/wiki/Carvajal	Carvajal	417.12:-435.92	5	No record	
/wiki/Cascade	Cascade	-223.12:-47.61	5	Free Worlds League	
/wiki/Caselton	Caselton	115.47:-32.67	5	Federated Suns	
/wiki/Casere	Casere	77.80:343.74	5	Draconis Combine	
/wiki/Cassias	Cassias	317.68:79.83	5	Federated Suns	
/wiki/Castile	Castile	-657.33:1107.48	5	?	
/wiki/Castor	Castor	-40.43:-16.68	5	Free Worlds League	
/wiki/Castrovia	Castrovia	13.69:-252.59	5	Capellan Confederation	
/wiki/Cate%27s_Hold	Cate's Hold	-69.56:-471.67	5	Magistracy of Canopus	
/wiki/Catroxx	Catroxx	-90.86:-36.36	5	No record	
/wiki/Cavalor	Cavalor	60.99:-387.78	5	Capellan Confederation	
/wiki/Cavanaugh_II	Cavanaugh II	-307.13:-52.56	5	Lyran Commonwealth	
/wiki/Cayuga	Cayuga	-280.18:-513.86	5	No record	
/wiki/Cear%C3%A1	Ceará	-221.31:-322.91	5	No record	
/wiki/Cebalrai	Cebalrai	-8.29:119.38	5	Draconis Combine	
/wiki/Ceiba	Ceiba	720.2:266.61	5	No record	
/wiki/Celano	Celano	323.46:-484.15	5	Taurian Concordat	
/wiki/Celebes	Celebes	118.08:75.83	5	No record	
/wiki/Celentaro	Celentaro	339.94:-348.98	5	Taurian Concordat	
/wiki/Centavido	Centavido	257.72:-368.73	5	No record	
/wiki/Cephei	Cephei	688.62:-80.36	5	?	
/wiki/Ceram	Ceram	-518.54:171.09	5	?	
/wiki/Cerberus_(planet)	Cerberus (planet)	475.84:190.47	5	Outworlds Alliance	
/wiki/Cerignola	Cerignola	-328.01:-286.32	5	No record	
/wiki/Cerillos	Cerillos	-369.90:-81.21	5	Free Worlds League	
/wiki/Cermak	Cermak	?	0	?	Apocryphal
/wiki/Cerulean	Cerulean	412.81:-80.70	5	Federated Suns	
/wiki/Ceuta	Ceuta	-538.75:199.65	5	No record	
/wiki/Chaffee	Chaffee	-95.40:82.42	5	Lyran Commonwealth	
/wiki/Chagos	Chagos	-263.65:-226.23	5	Free Worlds League	
/wiki/Chahar	Chahar	-198.53:340.64	5	Lyran Commonwealth	
/wiki/Chaine_Cluster	Chaine Cluster	-235.00:568.69	5	?	
/wiki/Chakachamna	Chakachamna	299.85:-181.23	5	Federated Suns	
/wiki/Chalouba	Chalouba	-277.93:-141.69	5	Free Worlds League	
/wiki/Chamdo	Chamdo	10.33:-152.29	5	Capellan Confederation	
/wiki/Champadanga	Champadanga	-381.81:216.31	5	Lyran Commonwealth	
/wiki/Champollion	Champollion	?	0	?	Gas giant, not a star system
/wiki/Chandler	Chandler	47.04:207.27	5	Draconis Combine	
/wiki/Chanute	Chanute	463.74:23.47	5	Federated Suns	
/wiki/Chapineria	Chapineria	292.09:392.08	5	Draconis Combine	
/wiki/Chapultepec	Chapultepec	-240.36:343.49	5	Lyran Commonwealth	
/wiki/Chara	Chara	-29.20:6.47	0	Lyran Commonwealth	
/wiki/Charity	Charity	315.10:263.94	5	Draconis Combine	
/wiki/Charleston	Charleston	409.65:389.51	5	No record	
/wiki/Charleywood	Charleywood	275.72:-21.72	5	No record	
/wiki/Chateau	Chateau	-75.75:395.45	5	Lyran Commonwealth	
/wiki/Chatham	Chatham	180.94:250.17	5	Draconis Combine	
/wiki/Chaumont	Chaumont	360.59:17.21	5	No record	
/wiki/Chaville	Chaville	17.40:46.93	5	No record	
/wiki/Chebanse	Chebanse	225.15:-102.93	5	Federated Suns	
/wiki/Chengdu	Chengdu	-29.58:-170.36	5	No record	
/wiki/Chenier	Chenier	580.57:-41.41	5	Federated Suns	
/wiki/Chennai	Chennai	10.05:-374.19	5	No record	
/wiki/Cheriton	Cheriton	244.78:328.53	5	Draconis Combine	
/wiki/Chertan	Chertan	-74.71:-15.56	5	Free Worlds League	
/wiki/Chesterton	Chesterton	115.62:-71.04	5	Federated Suns	
/wiki/Chhaprauli	Chhaprauli	-346.13:219.42	5	Lyran Commonwealth	
/wiki/Chiavenna	Chiavenna	-380.52:88.36	5	Lyran Commonwealth	
/wiki/Chichibu	Chichibu	90.47:74.91	5	Draconis Combine	
/wiki/Chillon	Chillon	227.85:-242.96	5	No record	
/wiki/Chilung	Chilung	-123.60:-247.14	5	Free Worlds League	
/wiki/Chimpaw	Chimpaw	45.16:154.47	5	No record	
/wiki/Chinmen_Tao	Chinmen Tao	341.21:215.54	5	Draconis Combine	
/wiki/Chirac	Chirac	380.33:-238.90	0	No record	
/wiki/Chirala	Chirala	385.66:240.87	5	Draconis Combine	
/wiki/Chirikof	Chirikof	335.80:-233.46	5	Federated Suns	
/wiki/Chita	Chita	-489.08:290.19	5	No record	
/wiki/Chitwan	Chitwan	18.75:-172.42	5	No record	
/wiki/Choex	Choex	-454.41:-44.65	5	No record	
/wiki/Cholame	Cholame	202.40:-31.33	5	Federated Suns	
/wiki/Chorley	Chorley	332.93:379.68	5	Draconis Combine	
/wiki/Chota	Chota	186.62:-21.95	5	No record	
/wiki/Choudrant	Choudrant	336.04:56.04	5	Federated Suns	
/wiki/Chouli	Chouli	169.58:-287.76	5	No record	
/wiki/Christiania	Christiania	17.53:366.01	5	No record	
/wiki/Chukchi_III	Chukchi III	-180.69:90.43	5	Lyran Commonwealth	
/wiki/Chupadero	Chupadero	227.99:379.42	5	Draconis Combine	
/wiki/Ciampino	Ciampino	-331.45:166.95	5	Lyran Commonwealth	
/wiki/Cilvituk	Cilvituk	-493.40:225.67	5	?	
/wiki/Cimeron	Cimeron	362.65:83.97	5	Federated Suns	
/wiki/Ciotat	Ciotat	-154.63:74.40	5	Lyran Commonwealth	
/wiki/Circe	Circe	-122.48:1613.57	5	Clans	
/wiki/Circinus	Circinus	-388.56:-66.82	5	Circinus Federation	
/wiki/Cirebon	Cirebon	-147.09:-263.20	5	Free Worlds League	
/wiki/Claxton	Claxton	15.50:-264.19	5	Capellan Confederation	
/wiki/Clayborne_II	Clayborne II	-405.61:-80.53	0	Circinus Federation	
/wiki/Claybrooke	Claybrooke	-51.97:-369.15	5	Free Worlds League	
/wiki/Clearfield	Clearfield	263.65:327.49	5	Draconis Combine	
/wiki/Clermont	Clermont	-209.94:352.54	5	Lyran Commonwealth	
/wiki/Clinton	Clinton	-165.92:53.98	5	Lyran Commonwealth	
/wiki/Clipperton	Clipperton	-248.98:-204.52	5	Free Worlds League	
/wiki/Clovis	Clovis	180.16:3.06	5	Federated Suns	
/wiki/Cluff%27s_Stand	Cluff's Stand	1.34:-428.92	0	No record	
/wiki/Cogdell	Cogdell	521.90:-141.51	5	Federated Suns	
/wiki/Cohagen	Cohagen	372.22:-316.23	5	Federated Suns	
/wiki/Cohay	Cohay	609.58:11.41	5	Federated Suns	
/wiki/Colchester	Colchester	305.27:-13.49	5	Federated Suns	
/wiki/Colchis	Colchis	458.02:-498.37	5	No record	
/wiki/Coldbrook	Coldbrook	-421.85:126.36	5	Lyran Commonwealth	
/wiki/Cole_Harbour	Cole Harbour	-121.03:-292.44	5	Free Worlds League	
/wiki/Colfax	Colfax	-232.93:-49.16	5	Free Worlds League	
/wiki/Colia	Colia	357.49:66.91	5	Federated Suns	
/wiki/Colinas	Colinas	-157.39:108.00	5	Lyran Commonwealth	
/wiki/Colleen	Colleen	-146.60:1836.40	5	Clans	
/wiki/Colmar	Colmar	-66.18:299.29	5	Lyran Commonwealth	
/wiki/Coloma	Coloma	283.38:-87.36	5	Federated Suns	
/wiki/Colorado	Colorado	344.57:-199.07	5	Federated Suns	
/wiki/Columbine	Columbine	74.95:-345.96	5	Capellan Confederation	
/wiki/Columbus	Columbus	410.26:606.09	0	Unknown Planet	
/wiki/Conakry	Conakry	-316.19:-131.67	5	Free Worlds League	
/wiki/Concord	Concord	-146.60:-27.97	5	Free Worlds League	
/wiki/Conley%27s_Patch	Conley's Patch	-220.21:205.82	5	No record	
/wiki/Connaught	Connaught	-54.29:-40.37	5	Free Worlds League	
/wiki/Conquista	Conquista	-9.58:-307.10	5	Free Worlds League	
/wiki/Conroe	Conroe	377.14:91.46	5	Federated Suns	
/wiki/Constance	Constance	100.03:429.05	5	Draconis Combine	
/wiki/Conwy	Conwy	77.66:-71.33	5	No record	
/wiki/Cooperland	Cooperland	567.72:-266.09	5	No record	
/wiki/Coopertown	Coopertown	-301.67:-455.14	5	No record	
/wiki/Cor_Caroli	Cor Caroli	-62.30:15.46	5	Lyran Commonwealth	
/wiki/Coraines	Coraines	489.55:196.50	5	Outworlds Alliance	
/wiki/Corbeanca	Corbeanca	-350.49:-235.84	5	Free Worlds League	
/wiki/Cordiagr	Cordiagr	24.30:-191.04	5	Capellan Confederation	
/wiki/Corella	Corella	142.17:-251.30	5	Federated Suns	
/wiki/Corey	Corey	21.44:-136.23	5	Capellan Confederation	
/wiki/Corfu	Corfu	63.57:322.26	5	?	
/wiki/Coriscana	Coriscana	-187.93:-109.17	5	Free Worlds League	
/wiki/Cork	Cork	525.58:66.45	5	No record	
/wiki/Corodiz	Corodiz	135.70:-374.90	5	Capellan Confederation	
/wiki/Coromodir	Coromodir	92.16:-466.51	5	No record	
/wiki/Corridan	Corridan	-38.01:121.45	5	Lyran Commonwealth	
/wiki/Corsica_Nueva	Corsica Nueva	194.12:227.17	5	Draconis Combine	
/wiki/Corydon	Corydon	216.61:-38.82	5	Federated Suns	
/wiki/Cosenza	Cosenza	325.96:161.51	5	Draconis Combine	
/wiki/Cotocallao	Cotocallao	144.75:-299.67	5	Federated Suns	
/wiki/Coudoux	Coudoux	180.70:382.75	5	Draconis Combine	
/wiki/Courcellete	Courcellete	141.65:-310.77	5	Federated Suns	
/wiki/Courchevel	Courchevel	95.11:344.79	5	Draconis Combine	
/wiki/Courtney	Courtney	283.73:4.85	5	No record	
/wiki/Coventry	Coventry	-257.86:221.26	5	Lyran Commonwealth	
/wiki/Covington	Covington	360.34:-149.71	5	Federated Suns	
/wiki/Coyle	Coyle	636.80:170.18	5	No record	
/wiki/Cranston	Cranston	-211.47:-336.73	5	No record	
/wiki/Crawford	Crawford	205.87:-276.17	5	No record	
/wiki/Crawford%27s_Delight	Crawford's Delight	-209.07:-519.38	5	Magistracy of Canopus	
/wiki/Cree	Cree	-189.46:-247.50	5	No record	
/wiki/Crellacor	Crellacor	-82.87:469.85	5	Oberon Confederation	
/wiki/Cresson	Cresson	-269.82:-483.92	5	No record	
/wiki/Crestoblus	Crestoblus	452.16:102.53	5	Outworlds Alliance	
/wiki/Vaj	Vaj	-128.47:160.23	5	Lyran Commonwealth	
/wiki/Crichton	Crichton	589.25:226.77	5	No record	
/wiki/Crimond	Crimond	-68.52:230.61	5	Lyran Commonwealth	
/wiki/Crofton	Crofton	522.91:-78.11	5	Federated Suns	
/wiki/Cronulla	Cronulla	-33.09:-251.01	5	Free Worlds League	
/wiki/Crossing	Crossing	253.13:47.26	5	Federated Suns	
/wiki/Cruz_Alta	Cruz Alta	-436.92:20.63	5	Lyran Commonwealth	
/wiki/Cryfder	Cryfder	-153.29:493.89	5	?	
/wiki/Csesztreg	Csesztreg	-69.29:391.31	5	Draconis Combine	
/wiki/Csomad	Csomad	427.28:-292.14	5	Federated Suns	
/wiki/Ctesiphon	Ctesiphon	321.43:1044.12	5	?	Deep Periphery
/wiki/Culmia	Culmia	544.08:240.76	5	No record	
/wiki/Cumberland	Cumberland	207.04:-264.98	5	Federated Suns	
/wiki/Cumbres	Cumbres	-154.03:201.83	5	Lyran Commonwealth	
/wiki/Curaumilla	Curaumilla	-330.36:-119.18	5	Free Worlds League	
/wiki/Cursa	Cursa	-51.46:-348.63	5	Free Worlds League	
/wiki/Cusset	Cusset	-49.38:283.78	5	Lyran Commonwealth	
/wiki/Custozza	Custozza	-544.64:355.23	5	?	
/wiki/Cygnus_(planet)	Cygnus (planet)	-7.08:-500.14	5	No record	
/wiki/Cylene	Cylene	105.98:25.03	5	Draconis Combine	
/wiki/Cyrenaica	Cyrenaica	156.56:273.93	5	Draconis Combine	
/wiki/Cyrton	Cyrton	364.13:-343.27	5	Taurian Concordat	
/wiki/Czarvowo	Czarvowo	-317.48:61.48	5	Lyran Commonwealth	
/wiki/Dabih	Dabih	59.97:83.50	5	Draconis Combine	
/wiki/Dagda_(Clan)	Dagda (Clan)	-132.17:1602.6	5	Clans	
/wiki/Dagda_(LC)	Dagda (LC)	-225.94:101.60	5	No record	
/wiki/Dahar	Dahar	279.42:20.11	5	Federated Suns	
/wiki/Dainmar_Majoris	Dainmar Majoris	-62.20:-484.20	5	Magistracy of Canopus	
/wiki/Dalcour	Dalcour	-384.88:-99.56	5	Free Worlds League	
/wiki/Dalian	Dalian	-57.58:-267.29	5	No record	
/wiki/Dalkeith	Dalkeith	-26.40:157.71	5	Lyran Commonwealth	
/wiki/Dalmantia	Dalmantia	221.37:166.53	5	No record	
/wiki/Dalton	Dalton	-115.77:-229.90	5	Free Worlds League	
/wiki/Damevang	Damevang	345.59:64.32	5	Federated Suns	
/wiki/Damian	Damian	72.89:459.29	5	Draconis Combine	
/wiki/Danais	Danais	-148.08:-40.37	5	Free Worlds League	
/wiki/Daneshmand	Daneshmand	-72.12:-181.03	5	Free Worlds League	
/wiki/Daniels	Daniels	124.59:-197.50	5	Federated Suns	
/wiki/Danli	Danli	667.39:273.41	5	No record	
/wiki/Dansur	Dansur	-74.92:-315.11	5	No record	
/wiki/Dante_(planet)	Dante (planet)	427.86:175.12	5	Outworlds Alliance	
/wiki/Danxian	Danxian	-347.41:17.27	5	Lyran Commonwealth	
/wiki/Danzig	Danzig	-642.36:847.36	5	?	
/wiki/Daol	Daol	146.78:-335.26	5	No record	
/wiki/Dar-es-Salaam	Dar-es-Salaam	-194.87:13.39	5	Lyran Commonwealth	
/wiki/Darius	Darius	65.12:204.68	5	Draconis Combine	
/wiki/Dark_Nebula	Dark Nebula	?	0	?	Nebula, not a system
/wiki/Darwendale	Darwendale	311.73:-262.90	5	Federated Suns	
/wiki/Davetal	Davetal	271.50:-446.98	5	No record	
/wiki/David	David	140.09:19.23	5	Federated Suns	
/wiki/Davisville	Davisville	481.31:-27.44	5	Federated Suns	
/wiki/Dawn	Dawn	29.19:375.29	5	Draconis Combine	
/wiki/Dayr_Khuna	Dayr Khuna	-113.79:-196.50	5	Free Worlds League	
/wiki/Ddraig	Ddraig	746.04:157.70	5	No record	
/wiki/De_Berry	De Berry	446.67:62.50	5	Federated Suns	
/wiki/Decatur	Decatur	54.15:-336.26	5	Capellan Confederation	
/wiki/Declan	Declan	362.88:-20.35	5	No record	
/wiki/Decus	Decus	44.45:-251.60	5	Capellan Confederation	
/wiki/Defiance_(planet)	Defiance (planet)	424.95:-106.59	5	Federated Suns	
/wiki/Dehgolan	Dehgolan	5.43:199.00	5	Draconis Combine	
/wiki/Deia	Deia	-176.05:303.69	5	Lyran Commonwealth	
/wiki/Delacambre	Delacambre	539.71:4.87	5	Federated Suns	
/wiki/Delacruz	Delacruz	372.48:113.17	5	Draconis Combine	
/wiki/Delagoa	Delagoa	-431.53:360.36	5	No record	
/wiki/Delavan	Delavan	269.86:-95.17	5	Federated Suns	
/wiki/Delios	Delios	-16.79:1803.51	5	Clans	
/wiki/Delitzsch	Delitzsch	326.46:146.80	5	Draconis Combine	
/wiki/Dell	Dell	-61.28:330.82	3	Lyran Commonwealth	
/wiki/Delos	Delos	613.41:59.93	5	Federated Suns	
/wiki/Delphos	Delphos	319.75:-52.00	3	Federated Suns	
/wiki/Demeter	Demeter	91.50:-69.59	3	Federated Suns	
/wiki/Denbar	Denbar	69.01:-235.25	3	Capellan Confederation	
/wiki/Deneb_Algedi	Deneb Algedi	41.07:26.25	3	Draconis Combine	
/wiki/Deneb_Kaitos	Deneb Kaitos	64.62:-12.97	3	Federated Suns	
/wiki/Denebola	Denebola	-37.84:-1.62	3	Free Worlds League	
/wiki/Denizli	Denizli	-113.01:347.37	3	Lyran Commonwealth	
/wiki/Derby	Derby	-488.48:275.33	3	?	
/wiki/Derf	Derf	-130.84:394.67	3	Lyran Commonwealth	
/wiki/Des_Arc	Des Arc	496.57:-83.54	3	Federated Suns	
/wiki/Deschenes	Deschenes	-87.12:-297.59	3	Free Worlds League	
/wiki/Deshler	Deshler	215.07:74.40	3	Federated Suns	
/wiki/Desolate_Plains	Desolate Plains	207.01:-361.32	3	No record	
/wiki/Detroit	Detroit	19.15:-452.55	3	Independent world	
/wiki/Devil%27s_Breath	Devil's Breath	509.76:226.30	3	No record	
/wiki/Devil%27s_Rock	Devil's Rock	-36.19:-15.30	3	Free Worlds League	
/wiki/Devin	Devin	-110.63:333.92	3	Lyran Commonwealth	
/wiki/Deweidewd	Deweidewd	-107.19:285.25	0	No record	
/wiki/DeWitt	DeWitt	260.02:-21.91	0	Federated Suns	
/wiki/Dhaulgiri	Dhaulgiri	137.22:-281.60	0	No record	
/wiki/D%C3%AC-fang	Dì-fang	-9.66:-299.59	0	No record	
/wiki/Diamantina	Diamantina	-314.66:-100.27	0	Free Worlds League	
/wiki/Diass	Diass	-171.25:-258.79	0	Free Worlds League	
/wiki/Diboll	Diboll	475.00:67.65	0	Federated Suns	
/wiki/Dicallus	Dicallus	341.89:-375.82	0	Taurian Concordat	
/wiki/Dichell	Dichell	-267.14:518.29	0	No record	
/wiki/Dickinson	Dickinson	-146.49:-113.54	0	Free Worlds League	
/wiki/Dicon	Dicon	20.13:-327.57	0	Capellan Confederation	
/wiki/Die_Moot	Die Moot	284.12:-304.90	0	Federated Suns	
